Item Fat Content,Sr No,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,7803,FDC44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.172453254,15.6,115.1518,4
Low Fat,7804,FDP07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.08982696,18.2,197.111,4
Low Fat,7805,FDY19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.041330512,19.75,115.8466,4
Low Fat,7806,FDM32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.020587886,20.5,89.583,4
Low Fat,7807,DRN35,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.070189131,8.01,37.9532,4
Low Fat,7808,DRQ35,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.042256257,9.3,124.4388,4
Low Fat,7809,DRN47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.016812745,12.1,180.666,4
Low Fat,7810,DRP47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.14048631,15.75,252.7382,4
Low Fat,7811,DRM23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.135620265,16.6,172.9422,4
Low Fat,7812,NCO05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.046520703,7.27,97.7384,4
Low Fat,7813,NCX29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.089078338,10,147.1102,4
Low Fat,7814,NCO29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.032229348,11.15,163.2526,4
Low Fat,7815,NCS05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.020960615,11.5,133.2942,4
Low Fat,7816,NCW29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.028838938,14,129.331,4
Low Fat,7817,NCV41,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.017024598,14.35,109.8228,4
Low Fat,7818,NCP53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.032862976,14.75,238.6906,4
Low Fat,7819,NCD42,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.012627329,16.5,38.7506,4
Low Fat,7820,NCJ05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.04604992,18.7,151.9682,4
Low Fat,7821,NCU41,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.0520115,18.85,190.3846,4
Low Fat,7822,NCL05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.047857804,19.6,45.077,4
Low Fat,7823,NCX53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.014925407,20.1,143.4154,4
Low Fat,7824,NCF55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.021648305,6.675,35.6874,4
Low Fat,7825,NCS06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.031710329,7.935,263.091,4
Low Fat,7826,NCP14,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.110197977,8.275,104.2306,4
Low Fat,7827,NCH43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.070510189,8.42,214.4192,4
Low Fat,7828,NCT54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.119436131,8.695,94.7094,4
Low Fat,7829,NCD43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.016006626,8.85,105.6964,4
Low Fat,7830,NCE19,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.092937216,8.97,54.6956,4
Low Fat,7831,NCK18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.006692529,9.6,164.9184,4
Low Fat,7832,NCJ54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.060017128,9.895,230.8642,4
Low Fat,7833,NCE18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.021407511,10,248.175,4
Low Fat,7834,NCZ42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.011278535,10.5,237.0248,4
Low Fat,7835,NCQ06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.041789718,13,256.1014,4
Low Fat,7836,NCW18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.059275452,15.1,238.9248,4
Low Fat,7837,NCD18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.072608647,16,228.3668,4
Low Fat,7838,NCG55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.039113587,16.25,116.0176,4
Low Fat,7839,NCC30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.027556247,16.6,176.6344,4
Low Fat,7840,NCI55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.012643035,18.6,119.8414,4
Low Fat,7841,NCI42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.01035692,18.75,208.3954,4
Low Fat,7842,NCA30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.129226104,19,190.5872,4
Low Fat,7843,NCD30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.026826919,19.7,98.7726,4
Low Fat,7844,NCG30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.112227747,20.2,123.5046,4
Low Fat,7845,NCG43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.074177667,20.2,93.2462,4
Low Fat,7846,NCI30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.058886477,20.25,245.546,4
Low Fat,7847,NCN42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0,20.25,145.6418,4
Low Fat,7848,NCY30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.02593166,20.25,182.5976,4
Low Fat,7849,NCQ42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.039235527,20.35,127.2678,4
Low Fat,7850,NCE54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.026877471,20.7,74.6354,4
Low Fat,7851,NCD54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.028984804,21.1,146.1786,4
Low Fat,7852,FDA39,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.012707362,6.32,41.0822,4
Low Fat,7853,FDL43,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.027041859,10.1,77.567,4
Low Fat,7854,FDV39,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.007273831,11.3,196.6426,4
Low Fat,7855,FDI19,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.052295514,15.1,242.9512,4
Low Fat,7856,FDH19,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.033060937,19.35,172.4738,4
Low Fat,7857,NCM07,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.039928582,9.395,83.2908,4
Low Fat,7858,NCM43,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.019459164,14.5,161.621,4
Low Fat,7859,FDH21,Seafood,2014,OUT013,Tier 3,High,Supermarket Type1,0.031199028,10.395,159.4604,4
Low Fat,7860,FDL33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.099879337,7.235,195.1452,4
Low Fat,7861,FDQ09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.058083831,7.235,113.6834,4
Low Fat,7862,FDD58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.05930285,7.76,98.77,4
Low Fat,7863,FDK21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.010003987,7.905,250.7408,4
Low Fat,7864,FDA58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.103664897,9.395,233.6932,4
Low Fat,7865,FDW34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.035549527,9.6,244.117,4
Low Fat,7866,FDV09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.020551458,12.1,146.6734,4
Low Fat,7867,FDU22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0,12.35,118.9124,4
Low Fat,7868,FDA21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.035930784,13.65,184.4924,4
Low Fat,7869,FDZ45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06682033,14.1,198.9084,4
Low Fat,7870,FDN09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.034845668,14.15,242.7828,4
Low Fat,7871,FDY21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0,15.1,195.211,4
Low Fat,7872,FDM33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.087646694,15.6,221.5798,4
Low Fat,7873,FDL34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.040911824,16,141.2496,4
Low Fat,7874,FDV45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.045009952,16.75,186.8556,4
Low Fat,7875,FDX45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.104768536,16.75,155.163,4
Low Fat,7876,FDZ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.04442649,17.85,124.902,4
Low Fat,7877,DRC25,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.045334098,5.73,87.0882,4
Low Fat,7878,DRD12,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.077129323,6.96,92.7146,4
Low Fat,7879,DRE48,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.017311312,8.43,197.8768,4
Low Fat,7880,DRH13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.023866079,8.575,107.128,4
Low Fat,7881,DRK12,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.041851461,9.5,31.49,4
Low Fat,7882,DRN37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.096217262,9.6,168.5158,4
Low Fat,7883,DRA12,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.040911824,11.6,142.3154,4
Low Fat,7884,DRB25,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.069401919,12.3,107.9938,4
Low Fat,7885,DRD13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.049038621,15,65.4168,4
Low Fat,7886,DRM37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.096317593,15.35,197.3768,4
Low Fat,7887,DRD60,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.037201127,15.7,181.7634,4
Low Fat,7888,DRI25,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.03387323,19.6,56.1614,4
Low Fat,7889,DRE49,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.021232318,20.75,151.1024,4
Low Fat,7890,FDC35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.122735471,7.435,205.2638,4
Low Fat,7891,FDA34,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01484819,11.5,172.108,4
Low Fat,7892,FDG47,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.069560905,12.8,263.0252,4
Low Fat,7893,FDD11,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.030591255,12.85,251.404,4
Low Fat,7894,FDH35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.060198496,18.25,162.9526,4
Low Fat,7895,FDC11,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.141674844,20.5,90.7172,4
Low Fat,7896,FDF47,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.097536998,20.85,225.3746,4
Regular,7897,FDI60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03828933,7.22,64.751,4
Regular,7898,FDM60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0,10.8,39.3138,4
Regular,7899,FDO48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.02681843,15,219.7456,4
Regular,7900,FDV12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06082402,16.7,98.7384,4
Regular,7901,FDZ23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.067446626,17.75,184.724,4
Regular,7902,FDJ60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.062476391,19.35,164.5184,4
Regular,7903,FDQ59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.056339618,9.8,84.2908,4
Regular,7904,FDP49,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.069031467,9,55.0614,4
Regular,7905,FDR37,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.06619442,16.5,184.4292,4
Regular,7906,FDR01,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.053576661,5.405,200.5742,4
Regular,7907,FDM38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.092694107,5.885,53.6982,4
Regular,7908,FDN38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.091895319,6.615,248.6408,4
Regular,7909,FDZ01,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.009051307,8.975,103.099,4
Regular,7910,FDU37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.104421237,9.5,80.196,4
Regular,7911,FDB02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.029140008,9.695,176.337,4
Regular,7912,FDF38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.02633607,11.8,40.6138,4
Regular,7913,FDM50,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.030064132,13,58.022,4
Regular,7914,FDE14,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.031418984,13.65,99.27,4
Regular,7915,FDC14,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.041214746,14.5,42.0454,4
Regular,7916,FDY37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.026546765,17,142.147,4
Regular,7917,FDH26,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.03467086,19.25,141.8496,4
Regular,7918,FDW02,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.037668051,4.805,126.7704,4
Regular,7919,FDA26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.073858923,7.855,218.6482,4
Regular,7920,FDC03,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.071786706,8.575,193.3794,4
Regular,7921,FDT14,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.127620811,10.695,119.244,4
Regular,7922,FDB04,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.063173691,11.35,86.1856,4
Regular,7923,FDW26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.106968096,11.8,221.6772,4
Regular,7924,FDD52,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.183142346,18.25,110.357,4
Regular,7925,FDV26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.076097073,20.25,193.5794,4
Regular,7926,FDD41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.087187488,6.765,105.5306,4
Regular,7927,FDY28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.152024355,7.47,211.8218,4
Regular,7928,FDR40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.008027701,9.1,81.1618,4
Regular,7929,FDL28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.063121982,10,231.7668,4
Regular,7930,FDO52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.077100381,11.6,172.4106,4
Regular,7931,FDJ40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.049547993,13.6,108.6912,4
Regular,7932,FDI16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.135662712,14,52.064,4
Regular,7933,FDF29,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.019917598,15.1,129.431,4
Regular,7934,FDY40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.085763562,15.5,49.0692,4
Regular,7935,FDV28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.159595473,16.1,32.8558,4
Regular,7936,FDW16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.041439718,17.35,93.7804,4
Regular,7937,FDR31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.049121972,6.46,144.6102,4
Regular,7938,FDQ19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.014353174,7.35,242.6512,4
Regular,7939,FDT19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.14492016,7.59,174.708,4
Regular,7940,FDV44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.039811272,8.365,191.3188,4
Regular,7941,FDW44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.035121963,9.5,168.6448,4
Regular,7942,FDH56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.063764099,9.8,113.8492,4
Regular,7943,FDM08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0,10.1,225.1088,4
Regular,7944,FDR55,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.131973625,12.15,187.9872,4
Regular,7945,FDT55,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.043618827,13.6,156.7946,4
Regular,7946,FDC09,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.026280116,15.5,102.3332,4
Regular,7947,FDY56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.062359467,16.35,224.0062,4
Regular,7948,FDU20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.021439694,19.35,119.7098,4
Regular,7949,FDC57,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.054549098,20.1,193.782,4
Regular,7950,FDP08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.112316501,20.5,193.9478,4
Regular,7951,FDW03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.024520854,5.63,102.8306,4
Regular,7952,FDS15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.077995641,9.195,107.1596,4
Regular,7953,FDQ03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.077949334,15,238.7248,4
Regular,7954,FDX03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.061045133,15.85,44.7744,4
Regular,7955,FDL03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.027058066,19.25,194.811,4
Regular,7956,FDN33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.12301331,6.305,93.2436,4
Regular,7957,FDU57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.089479661,8.27,148.6708,4
Regular,7958,FDG46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.032882271,8.63,113.5518,4
Regular,7959,FDM45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.088121336,8.655,119.7756,4
Regular,7960,FDZ57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03773288,10,128.2994,4
Regular,7961,FDO21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.009754896,11.6,223.0404,4
Regular,7962,FDW46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.070243155,13,65.7484,4
Regular,7963,FDN58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.056825065,13.8,230.9984,4
Regular,7964,FDL21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.007140468,15.85,40.848,4
Regular,7965,FDS22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.023135131,16.85,44.8428,4
Regular,7966,FDL09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.127929521,19.6,167.4816,4
Regular,7967,FDS21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.020858779,19.85,62.8194,4
low fat,7968,FDM39,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.053426165,6.42,178.7002,4
low fat,7969,FDD51,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.119852889,11.15,44.9744,4
low fat,7970,FDD39,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.070096518,16.7,217.885,4
low fat,7971,NCC43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.092705683,7.39,251.9066,4
low fat,7972,FDD46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.14113846,6.035,155.0998,4
low fat,7973,FDE47,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.037877202,14.15,124.0046,4
Regular,7974,FDF10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.156797787,15.5,148.6418,4
Low Fat,7975,FDO50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,16.25,90.2804,4
Low Fat,7976,FDY50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.131489269,5.8,89.7172,4
Low Fat,7977,DRI39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.097457483,13.8,55.393,4
Low Fat,7978,FDR02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022155562,16.7,109.5886,4
Low Fat,7979,FDT40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096185556,5.985,127.1678,4
Low Fat,7980,NCT05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021037197,10.895,255.9672,4
Low Fat,7981,NCQ06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041994899,13,254.7014,4
Low Fat,7982,NCF18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.089345074,18.35,191.9504,4
Low Fat,7983,NCO55,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091408076,12.8,108.9938,4
Low Fat,7984,FDJ45,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073709686,17.75,35.1216,4
Low Fat,7985,FDP34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.137786856,12.85,157.763,4
Low Fat,7986,DRD12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077508015,6.96,92.3146,4
Low Fat,7987,DRN37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096689673,9.6,168.0158,4
Low Fat,7988,FDV24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103693024,5.635,149.905,4
Low Fat,7989,FDU36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046459438,6.15,100.5384,4
Low Fat,7990,FDX23,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029812714,6.445,95.4436,4
Low Fat,7991,FDA11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043414959,7.75,93.1436,4
Low Fat,7992,FDG24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01469075,7.975,84.725,4
Low Fat,7993,FDD48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030281543,10.395,116.3176,4
Low Fat,7994,FDT60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.075856062,12,124.5388,4
Low Fat,7995,FDD36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02136022,13.3,120.4124,4
Low Fat,7996,FDY48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023831558,14,103.1332,4
Low Fat,7997,FDR60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.130946374,14.3,76.7328,4
Low Fat,7998,FDX60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080922439,14.35,80.096,4
Low Fat,7999,FDQ24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073966786,15.7,250.5724,4
Low Fat,8000,FDX59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051871718,10.195,35.3558,4
Low Fat,8001,FDV47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054428368,17.1,84.9566,4
Low Fat,8002,FDH38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010480751,6.425,116.5808,4
Low Fat,8003,FDS13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,6.465,263.1884,4
Low Fat,8004,FDT49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15202235,7,106.628,4
Low Fat,8005,FDG50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015334003,7.405,92.7146,4
Low Fat,8006,FDT25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050957715,7.5,122.4072,4
Low Fat,8007,FDX13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047977607,7.725,249.5092,4
Low Fat,8008,FDK50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028478742,7.96,161.8894,4
Low Fat,8009,FDR49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.139795569,8.71,47.2376,4
Low Fat,8010,FDS49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079668739,9,79.6644,4
Low Fat,8011,FDI14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.090043082,14.1,140.1496,4
Low Fat,8012,FDP25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021293909,15.2,218.4824,4
Low Fat,8013,FDA13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078874948,15.85,37.4506,4
Low Fat,8014,FDL26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073490977,18,157.3972,4
Low Fat,8015,FDD50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.142219209,18.85,167.6132,4
Low Fat,8016,DRI03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022796178,6.03,178.1028,4
Low Fat,8017,FDM39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053688479,6.42,178.3002,4
Low Fat,8018,FDC39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.159843921,7.405,206.6296,4
Low Fat,8019,DRH15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110359004,8.775,42.7428,4
Low Fat,8020,DRE15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017857847,13.35,77.5012,4
Low Fat,8021,DRG03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062239081,14.5,154.2998,4
Low Fat,8022,FDD39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07044068,16.7,216.885,4
Low Fat,8023,FDC15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.178694026,18.1,158.9288,4
Low Fat,8024,FDO16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015169739,5.48,82.225,4
Low Fat,8025,FDU52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064030636,7.56,154.463,4
Low Fat,8026,FDE16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026451028,8.895,210.3954,4
Low Fat,8027,FDO04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026645307,16.6,53.5614,4
